"Post Description","Post Image","Post Date","Contributor"
"Quiet luxury on the nails with BlazingStar Nude Girl.

✨ Highly pigmented gel with thin, flexible formula for clean, even coverage
✨ Smooth glide, zero brush marks — perfect for full cover or refined French bases
✨ Pro routine: pair with Revive Base, cure under BlazingStar LED, finish with Durashine for ultra‑gloss

  💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
  💅 VLDirect — beauty that makes sense for the tech.

  Shop the Old Money shades at vldirect.uk today! 🍂🍷","https://sp-production-image.s3.amazonaws.com/1359465/43260a53-1b64-4203-b44e-03ce834647ac.png","Oct 26, 2025 21:30","Thanh"
"Serving up pastel goodness, this mani shade done by @nailsbytaylorjustine are so on trend!

DC 2512 Mint To Be

Available in Gel Polish & Lacquer at vldirect.uk

Credit: @dndgel","https://sp-production-image.s3.amazonaws.com/1359465/0b4ec5ee-73cc-48ac-b9e9-058047d30f4d.png","Oct 26, 2025 09:00","Thanh"
"Serving up pastel goodness, this mani shade done by @nailsbytaylorjustine are so on trend!

DC 2512 Mint To Be

Available in Gel Polish & Lacquer at vldirect.uk

Credit: @dndgel","https://sp-production-image.s3.amazonaws.com/1359465/aaad907b-8d80-4e90-8774-9ea9245e6265.png","Oct 26, 2025 09:00","Thanh"
"A sheer, glass‑nail glow that makes every manicure look fresh, plush, and perfectly glossy.

✨ Crystal‑clear tint for that jelly finish
✨ Layers beautifully over nudes, brights, and reds
✨ Instantly polished, ultra‑gloss shine

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.

Shop Bold Berry Crystal Jelly at vldirect.uk today! 💎✨","https://sp-production-image.s3.amazonaws.com/1359465/4d46c5dd-e92b-4e48-a5b2-964d45e30afd.png","Oct 25, 2025 20:02","Thanh"
"Instant glassy nails. ✨

✨ Sheer, jelly gloss
✨ Layers over nudes, brights, reds
✨ Ultra‑gloss, fresh finish

Join the members’ list: vldirect.uk 💎
Shop Crystal Jelly at vldirect.uk.","https://sp-production-image.s3.amazonaws.com/1359465/cc7be2d8-2750-4153-b47f-496f39677585.png","Oct 25, 2025 20:00","Thanh"
"Pastel princess, pastel nails. 👑

👑 Soft, milky bases with barely‑there blush
✨ One‑coat payoff; smooth application with no brush marks
🌸 Baby pink, porcelain peach, cloud‑lilac, airy and refined

Style cues to look for:
- Milky pink base with a whisper‑thin white french
- Cloud‑lilac with a satin topcoat for glassy sheen
- Porcelain peach with a delicate half‑moon

Keep it minimal, luminous, and quietly luxe.

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect - beauty that makes sense for the tech.

Shop pastel princess looks at vldirect.uk today. 👑","https://sp-production-image.s3.amazonaws.com/1359465/f4fe2c40-bf69-450a-8795-9acd53ba8d28.png","Oct 25, 2025 13:01","Thanh"
"Pastel nails, princess‑clean and perfectly polished.

👑 Soft, milky bases with barely‑there blush
✨ One‑coat payoff; smooth application with no brush marks
🌸 Baby pink, porcelain peach, cloud‑lilac, airy and refined

Style cues to look for:
- Milky pink base with a whisper‑thin white french
- Cloud‑lilac with a satin topcoat for glassy sheen
- Porcelain peach with a delicate half‑moon

Keep it minimal, luminous, and quietly luxe.

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect - beauty that makes sense for the tech.

Shop pastel princess looks at vldirect.uk today. 👑","https://sp-production-image.s3.amazonaws.com/1359465/e7c84af0-4329-41dc-b7f0-0b055e9035d6.png","Oct 25, 2025 13:00","Thanh"
"Autumn shades screaming quiet luxury.

BlazingStar Gel Polish
✨ Highly pigmented colours with excellent coverage
✨ Thin, flexible formula that doesn’t run
✨ Smooth application – no brush marks

🍁 Burnt sienna, chestnut, russet — timeless tones that pair with knits, tweed, and leather.
🕰️ Classic, investment‑wardrobe vibes for nails that look impeccably put‑together.

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.

Shop BlazingStar Old Money shades at vldirect.uk today. 🍁","https://sp-production-image.s3.amazonaws.com/1359465/6f2b3092-989f-4b42-a4e9-3f8c9066d6cf.png","Oct 24, 2025 20:01","Thanh"
"Autumn shades screaming quiet luxury.

BlazingStar Gel Polish
✨ Highly pigmented colours with excellent coverage
✨ Thin, flexible formula that doesn’t run
✨ Smooth application – no brush marks

🍁 Burnt sienna, chestnut, russet — timeless tones that pair with knits, tweed, and leather.
🕰️ Classic, investment‑wardrobe vibes for nails that look impeccably put‑together.

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.

Shop BlazingStar Old Money shades at vldirect.uk today. 🍁","https://sp-production-image.s3.amazonaws.com/1359465/ea58179e-82dc-4ff3-a4d7-3ab8bfa6016f.png","Oct 24, 2025 20:01","Thanh"
"💐🌸 Petals in the air & pink nails everywhere- obsessed with this delicate & angelic shade DND 860 She’s Pink, She’s White? On @delaneychilds 💅🏽💕

@dndgel  

Shop now at vldirect.uk","https://sp-production-image.s3.amazonaws.com/1359465/3ff7ae65-94c1-4c43-9878-9c3e5dcf4337.png","Oct 24, 2025 09:00","Thanh"
"💐🌸 Petals in the air & pink nails everywhere- obsessed with this delicate & angelic shade DND 860 She’s Pink, She’s White? On @delaneychilds 💅🏽💕

Credit to: @dndgel 

Shop now at vldirect.uk","https://sp-production-image.s3.amazonaws.com/1359465/3866d02b-ebff-40e4-a9b0-5d6b51a0a31a.png","Oct 24, 2025 09:00","Thanh"
"Autumn nails, but make it quietly luxurious. 

Got you!
🍂 Think warm browns, smokey berry, russet reds
🧶 Cosy textures: creamy opaques, soft jellies, satin sheens
✨ Minimal nail art: slim french, micro‑florals, tonal gradients

Style cues to try this week:
- Chocolate base with a slim latte french
- Sheer berry jelly over a nude for depth
- Chestnut ombré with a satin topcoat

Keep it pared‑back, polished, and seasonally chic.

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.

Shop the latest shades at vldirect.uk today. 🍁
","https://sp-production-image.s3.amazonaws.com/1359465/991eab4e-943d-495f-bd0d-6b6099e21a5d.png","Oct 23, 2025 21:30","Thanh"
"Autumn nails, but make it quietly luxurious. 

Got you!
🍂 Think warm browns, smokey berry, russet reds
🧶 Cosy textures: creamy opaques, soft jellies, satin sheens
✨ Minimal nail art: slim french, micro‑florals, tonal gradients

Style cues to try this week:
- Chocolate base with a slim latte french
- Sheer berry jelly over a nude for depth
- Chestnut ombré with a satin topcoat

Keep it pared‑back, polished, and seasonally chic.

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.

Shop the latest shades at vldirect.uk today. 🍁
","https://sp-production-image.s3.amazonaws.com/1359465/1324a80f-414f-4214-b933-f69768045dbe.png","Oct 23, 2025 21:30","Thanh"
"Coquette, but pastel. 

🎀 Soft ribbons of colour, whisper‑thin french, micro‑bows
🌸 Baby pinks, milky lilacs, pistachio mints — airy and romantic
✨ One‑coat payoff, smooth application, no brush marks

Here's how to spot a coquette:
- Sheer pink base with lace‑thin french and a single bow gem
- Milky lilac with micro‑floral decals on ring fingers
- Pistachio pastel with a blushing half‑moon

Keep it sweet, balanced, and unmistakably coquette.

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.

Shop pastel looks at vldirect.uk today. 🎀","https://sp-production-image.s3.amazonaws.com/1359465/3585b4b3-c786-4cac-aa3e-3940e97250dd.png","Oct 23, 2025 13:10","Thanh"
"Coquette, but keep it pastel and polished.

🎀 Soft ribbons of colour, whisper‑thin french, micro‑bows
🌸 Baby pinks, milky lilacs, pistachio mints — airy and romantic
✨ One‑coat payoff, smooth application, no brush marks

Here's how to spot a coquette:
- Sheer pink base with lace‑thin french and a single bow gem
- Milky lilac with micro‑floral decals on ring fingers
- Pistachio pastel with a blushing half‑moon

Keep it sweet, balanced, and unmistakably coquette.

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.

Shop pastel looks at vldirect.uk today. 🎀","https://sp-production-image.s3.amazonaws.com/1359465/2a2ead96-0f0a-410a-891a-06e1cecb1e53.png","Oct 23, 2025 13:10","Thanh"
"Sweet like chocolate, smooth like confidence.
DND 750 Fudgsicle – the brown shade every neutral lover needs.

Shop DND with vldirect.uk
@dndgel","https://sp-production-image.s3.amazonaws.com/1359465/9906a665-321f-4f40-b9b1-12312a5a687b.png","Oct 23, 2025 09:00","Thanh"
"Sweet like chocolate, smooth like confidence.
DND 750 Fudgsicle – the brown shade every neutral lover needs.

Shop DND with vldirect.uk","https://sp-production-image.s3.amazonaws.com/1359465/9fc18aea-2b4e-4c27-bef4-37c7e4413199.png","Oct 23, 2025 09:00","Thanh"
"Clean, airy color for effortless french lines.

✨ Gel texture: flexible, easy control for crisp smile lines
✨ One‑coat payoff: true color without layering which also means less lifting
✨ 24 dreamy pastel shades for spring–summer looks

💐 From micro‑florals to classic french, every pastel design pops.
⏱️ Save time, get clean colour right on the first coat.

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.

Shop Bold Berry Color Gel Art at vldirect.uk today! 🌸","https://sp-production-image.s3.amazonaws.com/1359465/dd51d58f-62bc-4340-9b6c-6d7363055f31.png","Oct 22, 2025 21:30","Thanh"
"Clean, airy color for effortless french lines.

✨ Gel texture: flexible, easy control for crisp smile lines
✨ One‑coat payoff: true color without layering which also means less lifting
✨ 24 dreamy pastel shades for spring–summer looks

💐 From micro‑florals to classic french, every pastel design pops.
⏱️ Save time, get clean colour right on the first coat.

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.

Shop Bold Berry Color Gel Art at vldirect.uk today! 🌸","https://sp-production-image.s3.amazonaws.com/1359465/8e6f7692-8b3d-4424-aee9-7e53cfec04b4.png","Oct 22, 2025 21:30","Thanh"
"Sip happens… especially when your nails look this good 🍸✨
Using SHELLAC in Olive Grove and VIVID Red Carpet

Credit: @CNDofficial","https://sp-production-image.s3.amazonaws.com/1359465/d52ad825-aaed-49a0-ac27-ea2e5b1c78c4.png","Oct 22, 2025 21:00","Thanh"
"Sip happens… especially when your nails look this good 🍸✨
Using SHELLAC in Olive Grove and VIVID Red Carpet

Credit: @cndworld","https://sp-production-image.s3.amazonaws.com/1359465/7536ac94-8787-4f3d-9f29-561514068305.png","Oct 22, 2025 21:00","Thanh"
"Rich, understated brown shades with quiet polish.

✨ Highly pigmented colours with excellent coverage
✨ Thin, flexible formula that doesn’t run
✨ Smooth application – no brush marks

🍂 From soft mocha to deep espresso, these browns flatter every skin tone and outfit.
🕰️ Classic, investment‑wardrobe vibes for nails that look impeccably put‑together.

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.

Shop BlazingStar Old Money Shades at vldirect.uk today. 🤎","https://sp-production-image.s3.amazonaws.com/1359465/4b677d37-fb8d-4b93-88ea-197c6405f120.png","Oct 22, 2025 20:01","Thanh"
"Rich, understated brown shades with quiet polish.

✨ Highly pigmented colours with excellent coverage
✨ Thin, flexible formula that doesn’t run
✨ Smooth application – no brush marks

🍂 From soft mocha to deep espresso, these browns flatter every skin tone and outfit.
🕰️ Classic, investment‑wardrobe vibes for nails that look impeccably put‑together.

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.

Shop BlazingStar Old Money Shades at vldirect.uk today. 🤎","https://sp-production-image.s3.amazonaws.com/1359465/8caa55c8-e5b9-4e96-b9fa-7eb6d74d3223.png","Oct 22, 2025 20:01","Thanh"
"Slip into an autumn glow, courtesy of MBerry.

✨ Warm, romantic tones that flatter every skin tone
✨ Sheer-to-bold finishes you can layer or wear solo
✨ Nails that look effortless, polished, and perfectly seasonal

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.

Shop the MBerry Autumn shades at vldirect.uk today! 🍂🍷
","https://sp-production-image.s3.amazonaws.com/1359465/0292b1c8-1ebf-430b-8f3d-bf283dce6ca5.png","Oct 21, 2025 21:30","Thanh"
"Give your nails a soft autumn glow with MBerry.

✨ Warm, romantic tones that flatter every skin tone
✨ Sheer-to-bold finishes you can layer or wear solo
✨ Nails that look effortless, polished, and perfectly seasonal

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.

Shop the MBerry Autumn shades at vldirect.uk today! 🍂🍷
Give your nails a soft autumn glow with MBerry.","https://sp-production-image.s3.amazonaws.com/1359465/6af8a710-2d60-45f6-8e07-f00211732cfd.png","Oct 21, 2025 21:30","Thanh"
"A curated palette of legacy shades: bridal blush, French-suite nude, townhouse taupe, clubroom Bordeaux, lacquered espresso. 🤎

Join the members’ list at vldirect.uk for early drops and exclusive offers. 💎

VLDirect — beauty that makes sense for the tech.
Shop the Old Money Vibe at vldirect.uk today.
","https://sp-production-image.s3.amazonaws.com/1359465/bdbc2db5-6f1c-4c6e-b682-5b9ab684bb3a.png","Oct 21, 2025 20:01","Thanh"
"Quiet luxury at your fingertips: soft nudes, cashmere taupes, deep Bordeaux, and glossy neutrals. 🤎

Join the members’ list at vldirect.uk for early drops and exclusive offers. 💎

VLDirect — beauty that makes sense for the tech.
Shop the Old Money Vibe at vldirect.uk today.
","https://sp-production-image.s3.amazonaws.com/1359465/ae40f3c8-9185-4114-9770-f141a76758e3.png","Oct 21, 2025 20:00","Thanh"
"POV: you discovered Cat Eye + Matte Top… and now you can’t go back. 💅✨

💎 Sign up at vldirect.uk
 for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense.

Shop Bold Berry French Pearl Cat Eye today at vldirect.u
","https://sp-production-image.s3.amazonaws.com/1359465/630c975c-dc52-4754-ae22-71f4fd25eeb4.png","Oct 21, 2025 07:00","Thanh"
"POV: you just discovered Cat Eye with a matte top… and now every other manicure feels basic. 👀✨

💎 Join our members’ list at vldirect.uk for exclusive deals and early drops.
💅 VLDirect — all about making sense for the tech.

Shop Bold Berry French Pearl Cateye at vldirect.uk today!","https://sp-production-image.s3.amazonaws.com/1359465/7c9bd6ac-a38b-46e1-8f80-b5ed29b7e1f0.png","Oct 21, 2025 07:00","Thanh"
"Wrap your fingertips in the glow of autumn with this romantic, berry‑kissed pairing. 🍂💅

Featured Shades
- Acrylic Powder: BlazingStar — Bridal Pink 013
  A soft, blush‑pink base that flatters every skin tone — the perfect bridal‑meets‑autumn canvas.
- Gel Polish: MBerry — Bordeaux Bliss 072
  A deep, wine‑rich hue for that chic, evening warmth.
- Gel Polish: Bold Berry — Crimson Sensation 061
  Bold, polished red with a seasonal snap — instant confidence.
- Gel Polish: Bold Berry — Jelly Collection — Glossy Gossip J12
  Sheer, juicy gloss for a modern, glass‑nail finish.

Why we LOVE it:
- Warm, radiant tones that glow in soft light
- A sheer‑to‑bold spectrum you can stack or wear solo
- Effortless, polished looks — from bridal soft to Bordeaux glam

How to wear:
- Bridal Pink 013 base + Jelly Glossy Gossip J12 for glassy blush
- Bordeaux Bliss 072 accent nail for a moody pop
- Crimson Sensation 061 as the hero shade for classic red moments

Join our members’ list at vldirect.uk for early drops and exclusive offers.
VLDirect — beauty that makes sense for the tech.

Shop the collection at vldirect.uk today! 🍇
","https://sp-production-image.s3.amazonaws.com/1359465/e47209f3-c8bc-43e8-b413-06f3f8a728f1.png","Oct 20, 2025 21:30","Thanh"
"Nails that look effortless and feel cozy. 🍂💅

BlazingStar — Bridal Pink 013
Soft blush base that flatters every tone.
MBerry — Bordeaux Bliss 072
Deep wine warmth for evening chic. 🍷
Bold Berry — Crimson Sensation 061
Classic red, instantly polished.
Bold Berry — Jelly Collection — Glossy Gossip J12
Sheer, juicy gloss for a glassy finish.

Why we love it
- Warm, radiant, universally flattering
- Sheer to bold, stack or solo
- Bridal soft to Bordeaux glam

How to wear
- Bridal Pink 013 + Glossy Gossip J12 = glassy blush
- Add Bordeaux Bliss 072 as an accent
- Switch to Crimson Sensation 061 for hero red

Join the members’ list at vldirect.uk for early drops and exclusive offers.

VLDirect — beauty that makes sense for the tech.
Shop the collection at vldirect.uk today. 🛒
","https://sp-production-image.s3.amazonaws.com/1359465/134874b4-ad26-4430-b628-54378b003fe7.png","Oct 20, 2025 21:30","Thanh"
"Wrap your fingertips in the glow of autumn with Bold Berry Jelly.

✨ Warm, radiant tones that flatter every complexion.
✨ A sheer, juicy tint for that soft, cozy-chic feel.
✨ Nails that look effortless, polished, and perfectly seasonal.

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.

Shop Bold Berry at vldirect.uk today!","https://sp-production-image.s3.amazonaws.com/1359465/223a8e0f-e6e9-4b52-b8cf-1d0a507348b3.png","Oct 20, 2025 20:01","Thanh"
"Wrap your fingertips in the glow of autumn with Bold Berry Jelly.

✨ Warm, radiant tones that flatter every complexion.
✨ A sheer, juicy tint for that soft, cozy-chic feel.
✨ Nails that look effortless, polished, and perfectly seasonal.

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.

Shop Bold Berry at vldirect.uk today!","https://sp-production-image.s3.amazonaws.com/1359465/433ef133-e44d-4c7b-bc28-a937eac7d4f8.png","Oct 20, 2025 20:00","Thanh"
"POV: you used CND once — and that’s kind of it. ✨

💎 Join our members’ list at vldirect.uk
 for exclusive deals and early drops.
💅 VLDirect — all about making sense for the tech.

Shop CND at vldirect.uk today.","https://sp-production-image.s3.amazonaws.com/1359465/804bb2c1-e983-45b2-a2cf-1f1e79365848.png","Oct 20, 2025 12:12","Thanh"
"Soft neutrals that feel like second skin. Barely there, but never unnoticed.
CND simple, clean, timeless. 🤍

💎 Join vldirect.uk for exclusive deals and early drops.
💅 VLDirect — beauty that makes sense for the tech.","https://sp-production-image.s3.amazonaws.com/1359465/a76eefda-932d-4cf1-a4bd-eb9310e0f179.png","Oct 20, 2025 12:12","Thanh"
"There’s a reason Bridal Pink never goes out of style — it flatters, it blends and it works. How are your clients wearing it this season? What's your current best-seller?

💎 Join our members’ list at vldirect.uk for exclusive deals and early drops.
💅 VLDirect — all about making sense for the tech.

Shop BlazingStar at vldirect.uk today!","https://sp-production-image.s3.amazonaws.com/1359465/1760105430527-dyQUiy8Rg1.png","Oct 19, 2025 21:31","Thanh"
"What’s your salon’s go-to this season? Are clients still loving soft pinks, or leaning bold?

💎 Join our members’ list at vldirect.uk for exclusive deals and early drops.
💅 VLDirect — all about making sense for the tech.

Shop BlazingStar at vldirect.uk today!","https://sp-production-image.s3.amazonaws.com/1359465/1760105407534-ITfFel03ur.png","Oct 19, 2025 21:30","Thanh"
"Cool light, soft edges, quiet balance.
Blue pastels that feel fresh but never cold. 💙
CND we can trust in their elegance in every shade.

💎 Join vldirect.uk for early access and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.","https://sp-production-image.s3.amazonaws.com/1359465/3c62d9a6-fd59-491a-80b5-3ea4f71e7735.png","Oct 19, 2025 21:00","Thanh"
"French Pearl Cat Eye should feel like a whisper of light — a hint of modern enchantment. A soft, iridescent glow that’s elegant, effortless, and impossible to forget.

💫 A delicate shimmer that flatters every skin tone.
💫 A pearly radiance that feels pure, poised, and timeless.
💫 Nails that glow from within — refined, glossy, and quietly magnetic.

💎 Sign up at vldirect.uk for exclusive access and early drops.
💅 VLDirect — all about making sense for the tech.","https://sp-production-image.s3.amazonaws.com/1359465/161b8592-e146-4208-8895-8c546e6885ee.png","Oct 18, 2025 17:01","Thanh"
"French Pearl Cat Eye should feel like a whisper of light — a hint of modern enchantment. A soft, iridescent glow that’s elegant, effortless, and impossible to forget.

💫 A delicate shimmer that flatters every skin tone.
💫 A pearly radiance that feels pure, poised, and timeless.
💫 Nails that glow from within — refined, glossy, and quietly magnetic.

💎 Sign up at vldirect.uk for exclusive access and early drops.
💅 VLDirect — all about making sense for the tech.

","https://sp-production-image.s3.amazonaws.com/1359465/70cb7a15-7aac-4f99-9d25-125b8f42f036.png","Oct 18, 2025 17:01","Thanh"
"A touch of magic, a hint of pearl.
French Pearl Cat Eye with its soft light and effortless allure. ✨

Shop now at vldirect.uk","https://sp-production-image.s3.amazonaws.com/1359465/1760446389796-a1juNLBEeD.png","Oct 18, 2025 07:01","Thanh"
"A touch of magic, a hint of pearl.
French Pearl Cat Eye with its soft light and effortless allure. ✨

Shop now at vldirect.uk","https://sp-production-image.s3.amazonaws.com/1359465/1760446563727-MXgwT04Ydb.png","Oct 18, 2025 07:00","Thanh"
"POV: you used CND once — and that’s kind of it. ✨

💎 Join our members’ list at vldirect.uk
 for exclusive deals and early drops.
💅 VLDirect — all about making sense for the tech.

Shop CND at vldirect.uk today.","https://sp-production-image.s3.amazonaws.com/1359465/4beaa143-96fd-42da-b6d8-f8c380852421.png","Oct 17, 2025 21:00","Thanh"
"Like sunlight on autumn skin, glow in a bottle.

✨ Warm, golden tones that light up every complexion.
✨ A dewy wash of colour for your cozy-season mood.
✨ Nails that look naturally luxe, fresh, and perfectly fall-ready.

💎 Join our members’ list at vldirect.uk
 for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.

Shop Bold Berry at vldirect.uk today!","https://sp-production-image.s3.amazonaws.com/1359465/cd19fdc9-abfb-4acb-abdb-ca45be0942ce.png","Oct 17, 2025 20:03","Thanh"
"Sunlight on autumn skin with Bold Berry Jelly!

✨ Warm, flattering shades that glow on every tone.
✨ A sheer wash of colour for that soft, cozy-chic vibe.
✨ Nails that look effortless, polished, and perfectly in season.

💎 Join our members’ list at vldirect.uk for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense for the tech.

Shop Bold Berry at vldirect.uk today!","https://sp-production-image.s3.amazonaws.com/1359465/9fc40d88-88b0-413c-a8f1-923c4e6963e8.png","Oct 17, 2025 20:01","Thanh"
"You know what you like — nudes, brights, chrome, or a little bit of everything. However you blend it this week, make it yours and tag us when it shines. ✨

💎 Join our members’ list at vldirect.uk for exclusive deals and early drops.
💅 VLDirect — all about making sense for the tech.

Shop BlazingStar at vldirect.uk today!","https://sp-production-image.s3.amazonaws.com/1359465/baeedb36-b629-4803-a176-83873815e24f.png","Oct 16, 2025 21:30","Thanh"
"We know you love experimenting — nudes, brights, chrome, holographic. Whatever your vibe this week, make it blend your way. Tag us when you nail it. ✨

💎 Join our members’ list at vldirect.uk for exclusive deals and early drops.
💅 VLDirect — all about making sense for the tech.

Shop BlazingStar at vldirect.uk today!","https://sp-production-image.s3.amazonaws.com/1359465/bf8cc126-5efc-40b8-ac91-c13cbedf8e1b.png","Oct 16, 2025 21:30","Thanh"
"Red nails, fresh matcha, quiet luxury 🍵💅
Tap to save for your next cozy morning moodboard ✨

Credit: @cndworld","https://sp-production-image.s3.amazonaws.com/1359465/9aaaa602-8997-44c0-851b-706b8aec1463.png","Oct 16, 2025 21:00","Thanh"
"A touch of magic and modern grace with light dances across its pearly surface, shifting with every angle and catching every gaze.

💫 Iridescent shades that flatter every skin tone with soft, luminous depth.
💫 A pearly finish that feels quietly confident and effortlessly refined.
💫 Nails that glow from within — glossy, graceful, and undeniably captivating.

💎 Join our members’ list at vldirect.uk for exclusive deals and early access.
💅 VLDirect — beauty that makes sense for the tech.

Shop Bold Berry at vldirect.uk today.","https://sp-production-image.s3.amazonaws.com/1359465/ecf296c7-ede3-4a88-b385-19602c4d8e45.png","Oct 16, 2025 07:30","Thanh"
"A touch of magic, a hint of pearl.
French Pearl Cat Eye with its soft light and effortless allure. ✨

💎 Join our members’ list at vldirect.uk
 for early drops and exclusive offers.
💅 VLDirect — beauty that makes sense.

Shop Bold Berry now at vldirect.uk!
","https://sp-production-image.s3.amazonaws.com/1359465/04aa9018-610b-490a-a354-f39e9d50bf0b.png","Oct 16, 2025 07:30","Thanh"
"French Pearl Cat Eye would have to be a whisper of light, a touch of modern magic. Soft iridescence that is elegant, effortless, unforgettable.

💫 Subtle shimmer that enhances every skin tone.
💫 A pearly glow that feels clean, graceful, and timeless.
💫 Nails that glow from within — refined, glossy, and quietly magnetic.

Bold Berry P12 • P18 • P22

💎 Sign up at vldirect.uk for exclusive access and early drops.
💅 VLDirect — all about making sense for the tech.","https://sp-production-image.s3.amazonaws.com/1359465/e9662d59-ff62-4917-a0e3-7acefbae2d82.png","Oct 15, 2025 17:01","Thanh"
"A whisper of light. A touch of modern magic.
Soft iridescence in its purest form: elegant, effortless, unforgettable.

💫 Subtle shimmer that enhances every skin tone.
💫 A pearly glow that feels clean, graceful, and timeless.
💫 Nails that glow from within — refined, glossy, and quietly magnetic.

💎 Sign up at vldirect.uk for exclusive access and early drops.
💅 VLDirect — all about making sense for the tech.","https://sp-production-image.s3.amazonaws.com/1359465/d2f8e8cc-32db-4d20-b195-dc00ef9f5bbb.png","Oct 15, 2025 17:01","Thanh"
"A hint of magic and modern grace with French Pearl Cateye.

💫 Iridescent tones that flatter every skin tone with subtle depth.
💫 A luminous, pearly finish for that clean, effortless elegance.
💫 Nails that look refined, glossy, and quietly captivating.

Bold Berry P12
Bold Berry P18
Bold Berry P22

💎 Join our members’ list at vldirect.uk for exclusive deals and early drops.
💅 VLDirect — all about making sense for the tech.

Shop Bold Berry at vldirect.uk today!","https://sp-production-image.s3.amazonaws.com/1359465/1760445381377-MS0MJQCV-ti.png","Oct 15, 2025 07:02","Thanh"
"A touch of magic and modern elegance , of course it's  French Pearl Cat Eye.

💫 Iridescent shades that flatter every skin tone with soft, radiant depth.
💫 A pearly sheen that captures effortless sophistication.
💫 Nails that look polished, luminous, and quietly mesmerizing.

Bold Berry P12
Bold Berry P18
Bold Berry P22

💎 Join our members’ list at vldirect.uk for exclusive deals and early drops.
💅 VLDirect — all about making sense for the tech.

Shop Bold Berry at vldirect.uk today!","https://sp-production-image.s3.amazonaws.com/1359465/1760445535502-sIiSttlwEFr.png","Oct 15, 2025 07:00","Thanh"
"Soft tones meet high-shine chrome and holographic shimmer in a perfectly balanced ombré palette built for pros. That's a good way to describe it!

💎 Join our members’ list at vldirect.uk for exclusive deals and early drops.
💅 VLDirect — all about making sense for the tech.

Shop BlazingStar at vldirect.uk today!","https://sp-production-image.s3.amazonaws.com/1359465/24d85743-6a41-4727-befa-9ec91698b27c.png","Oct 14, 2025 21:30","Thanh"
"Soft tones meet high-shine chrome and holographic shimmer in a perfectly balanced ombré palette built for pros. That's a good way to describe it!

💎 Join our members’ list at vldirect.uk for exclusive deals and early drops.
💅 VLDirect — all about making sense for the tech.

Shop BlazingStar at vldirect.uk today!","https://sp-production-image.s3.amazonaws.com/1359465/e88917d5-eceb-4165-b71b-c8169a6a79e7.png","Oct 14, 2025 21:30","Thanh"
"The jelly nail trend has taken the world by storm, and for good reason. Loved for its see-through shine and lightweight finish, jelly polish brings that effortlessly chic, camera-ready glow to every set.

✨ Warm, wearable tones that flatter every skin tone.
✨ Perfect translucency for a soft, elegant finish.
✨ Fresh, polished nails that look luxe — never loud.

💎 Join our members’ list at vldirect.uk for exclusive deals and early drops.
💅 VLDirect — where beauty meets smart tech.
Shop Bold Berry Jelly now at vldirect.uk!","https://sp-production-image.s3.amazonaws.com/1359465/1760441001593-TXC9d01dCD.png","Oct 14, 2025 20:01","Thanh"
